web-scraper-order,web-scraper-start-url,subject,title,comment_number,description,pagination,pagination-href
"1541625286-1441","https://www.nogomania.com/Novice.aspx","Evropske lige","Ancelotti navijačem Juventusa ni ostal dolžan","5","Trener Napolija Carlo Ancelotti se je na duhovit in ciničen način odzval na žvižge navijačev Juventusa na včerajšnjem velikem derbiju italijanskega prvenstva.","","https://www.nogomania.com/Novice.aspx?pid=86"
"1541624957-663","https://www.nogomania.com/Novice.aspx","Evropske lige","Tottenham po Kanu zadržal še eno zvezdo","0","Angleški velikani, Barcelona, Real Madrid, Juventus in še kdo. Vsi omenjeni so iz Tottenhama dobili jasen signal, da mladi angleški zvezdnik Dele Alli ostaja fokusiran na svojo vlogo v londonskem klubu.","","https://www.nogomania.com/Novice.aspx?pid=18"
"1541625328-1539","https://www.nogomania.com/Novice.aspx","Evropske lige","Thohir denar in ambicije iz Interja seli v Oxford","0","Trideset odstotkov delnic Interja bo kot kaže odkupil večinski lastnik kluba, kajti predsednika Erica Thohirja vleče v angleškega tretjeligaša Oxford United.","","https://www.nogomania.com/Novice.aspx?pid=94"
"1541626240-3475","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Kovačićeva poškodba ni hujše narave","0","Na prvi pogled je izgledalo grdo, toda Mateo Kovačić je imel na tekmi proti Danski očitno tudi nekaj sreče, ko je padel na ramo. Nič ni zlomljeno ali strgano.","","https://www.nogomania.com/Novice.aspx?pid=264"
"1541625064-1043","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Video: Bomba Finnbogasona proti Švici","0","Islandija je doma v Reykjaviku v Ligi narodov sicer izgubila proti Švici, a je domačim pripadel vsaj najlepši trenutek večera. Za 1:2 je spektakularno zadel napadalec Alfred Finnbogason.","","https://www.nogomania.com/Novice.aspx?pid=51"
"1541626141-3269","https://www.nogomania.com/Novice.aspx","Evropske lige","Nani že tretjič v Sportingu","0","Dolgoletni portugalski reprezentant Nani je novi član Sportinga iz Lizbone, h kateremu se seli že tretjič v svoji karieri. Bryan Ruiz odšel v Brazilijo, pripravlja se tožba za Ruija Patricia.","","https://www.nogomania.com/Novice.aspx?pid=246"
"1541625451-1808","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Handanović po porazu besen na sodnika","5","Gol, ki ga je včeraj proti Parmi z velike razdalje prejel Samir Handanović, po mnenju vratarja Interja ne bi smel veljati. ""Ko je igralec žogo udaril, tega sploh nisem mogel videti zaradi igralca v ofsajdu.""","","https://www.nogomania.com/Novice.aspx?pid=118"
"1541625874-2687","https://www.nogomania.com/Novice.aspx","Evropske lige","Balde naslednja želja Interja","21","Italijanska Gazzetta poroča, da Inter poleg Luke Modrića lovi tudi Senegalca Keito Baldeja, ki je pred odhodom v Monaco blestel v majici Lazia. Milančani ponujajo 30 milijonov evrov.","","https://www.nogomania.com/Novice.aspx?pid=195"
"1541624943-594","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Ronaldinho ima težave z oblastmi","2","Verjeli ali ne, Ronaldinho ima na bančnih računih v Braziliji le šest dolarjev! Zvezdnik vleče spor z oblastmi, ki so mu v zaplenile premoženje in tudi potni list.","","https://www.nogomania.com/Novice.aspx?pid=12"
"1541624957-668","https://www.nogomania.com/Novice.aspx","Evropske lige","Navijači pripravljajo protest proti Ramosu","20","Del navijačev madridskega Reala je skrajno nezadovoljen z branilcem Sergiom Ramosom in za soboto načrtuje protest. Stvar je resna, predstavniki kluba so nesoglasja začeli hitro reševati.","","https://www.nogomania.com/Novice.aspx?pid=18"
"1541624943-593","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Football Leaks močno bremeni Giannija Infantina!","14","Evropska nogometna zveza (UEFA) je soočena z očitki, da je Manchester City in PSG postavila v privilegiran položaj in jima pomagala zaobiti pravila finančnega fair playa. V težavah je Gianni Infantino.","","https://www.nogomania.com/Novice.aspx?pid=12"
"1541625280-1431","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Milanič: Namesto naprej, smo igrali nazaj","7","Maribor je izgubil komaj prvič, toda na Fazaneriji je izgubil visoko. Prvi poraz še ni prižgal alarmov, toda Darko Milanič poudarja, da je ekipa igrala slabo. Zdaj od igralcev pričakuje pravi odziv.","","https://www.nogomania.com/Novice.aspx?pid=85"
"1541626278-3553","https://www.nogomania.com/Novice.aspx","null","null","null","null","","https://www.nogomania.com/Novice.aspx?pid=271"
"1541625555-2028","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Xhaka in Shaqiri sta se opravičila zaradi orla","6","Xherdan Shaqiri in Granit Xhaka sta bila kolovodji, ""priklopil"" pa se je tudi Stephan Lichtsteiner. Vsi trije so se za ""albanskega orla"" na mundialu v Rusiji zdaj javno opravičili.","","https://www.nogomania.com/Novice.aspx?pid=137"
"1541625032-949","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Mamiću se obeta vloga selektorja","0","Nekdanji trener Dinama iz Zagreba Zoran Mamić bo kot kaže zelo dobro vnovčil ugled, ki si ga je izboril z uspešnim delom na klopi Al-Aina, saj se mu nasmiha najbolje plačana služba v karieri.","","https://www.nogomania.com/Novice.aspx?pid=43"
"1541624960-680","https://www.nogomania.com/Novice.aspx","Evropske lige","Ekipa Leicestra se je poklonila Srivaddhanaprabhi","4","King Power stadion je bil danes prizorišče žalosti. Ekipa Leicester Cityja se je z ženo in sinom preminulega Vichaija Srivaddhanaprabhe poklonila velikemu človeku.","","https://www.nogomania.com/Novice.aspx?pid=19"
"1541626146-3287","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Uradno: City potrdil Mahrezov prihod","12","Manchester City je podrl rekord. Odštel je 60 milijonov funtov odškodnine Leicester Cityju, v zameno pa dobil Riyada Mahreza, ki je z aktualnimi angleškimi prvaki podpisal petletno pogodbo.","","https://www.nogomania.com/Novice.aspx?pid=247"
"1541625467-1845","https://www.nogomania.com/Novice.aspx","Evropske lige","David Silva: Leta 2020 zapuščam City","1","Sijajni španski vezist David Silva je napovedal, da bo obstoječo pogodbo z Manchester Cityjem izpolnil do konca, nato pa načrtuje povratek na rodne Kanarske otoke.","","https://www.nogomania.com/Novice.aspx?pid=121"
"1541625104-1142","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","""Lahko iztržimo ugoden izid, forma je dobra""","10","Slovenska reprezentanca se v stalni bazi na Brdu pri Kranju pripravlja na novo tekmo Lige narodov. Najprej se bo podala na Norveško, kjer bo sicer oslabljena, a nogometaši so vseeno optimistično razpoloženi.","","https://www.nogomania.com/Novice.aspx?pid=60"
"1541624978-768","https://www.nogomania.com/Novice.aspx","Evropske lige","Inter še naprej v rdečih številkah","14","Italijanski velikan Inter je tudi minulo sezono sklenil z visoko izgubo, vendar pa struktura prihodkov in obeti za prihodnost vodilnim v klubu vlivajo veliko mero optimizma.","","https://www.nogomania.com/Novice.aspx?pid=27"
"1541624937-568","https://www.nogomania.com/Novice.aspx","null","null","null","null","","https://www.nogomania.com/Novice.aspx?pid=9"
"1541625440-1786","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Matavž z dvema goloma priigral zmago","0","Slovenski reprezentant Tim Matavž je dosegel oba zadetka za Vitesse ob zmagi v Zwolleju z 2:0. V nizozemskem prvenstvu je v letošnji sezoni dosegel že štiri zadetke.","","https://www.nogomania.com/Novice.aspx?pid=116"
"1541624957-669","https://www.nogomania.com/Novice.aspx","Evropske lige","Video: Gol po veliki nerodnosti vratarja","6","Philipp Pentke, vratar nemškega Regensburga, je na tekmi proti Bochumu (3:3) poskrbel za smeh in tudi bes med navijači, ko je z veliko nerodnostjo poskrbel za gol.","","https://www.nogomania.com/Novice.aspx?pid=18"
"1541626268-3533","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Tite bo s sponzorji zaslužil več kot Neymar","0","Brazilski Globo poroča, da bo selektor izbrane vrste Tite v času svetovnega prvenstva s sponzorstvi zaslužil kar 2.6 milijona dolarjev oziroma še več kot prvi zvezdnik selecaa Neymar.","","https://www.nogomania.com/Novice.aspx?pid=269"
"1541626405-3803","https://www.nogomania.com/Novice.aspx","Evropske lige","Banega po diskontni ceni v Arsenal?","15","Trener Arsenala Unai Emery je vodstvu kluba predlagal nakup argentinskega vezista Everja Banega, ki bi se v London lahko preselil za vsega 20 milijonov evrov.","","https://www.nogomania.com/Novice.aspx?pid=293"
"1541626432-3868","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Neuspeh Nemčiji lahko koristi","1","Nekdanji nemški kapetan Philipp Lahm je poraz Nemčije proti Mehiki označil za manjši neuspeh, ki pa aktualnim svetovnim prvakom lahko celo koristi.","","https://www.nogomania.com/Novice.aspx?pid=298"
"1541625698-2327","https://www.nogomania.com/Novice.aspx","null","null","null","null","","https://www.nogomania.com/Novice.aspx?pid=163"
"1541625164-1252","https://www.nogomania.com/Novice.aspx","null","null","null","null","","https://www.nogomania.com/Novice.aspx?pid=69"
"1541626014-2993","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Weigl gre lahko za 50 milijonov evrov","1","Če bo Axel Witsel s Kitajske prišel v Borussio Dortmund, bi to sprostilo Juliana Weigla. Slednjega želi Thomas Tuchel pripeljati k francoskemu prvaku PSG.","","https://www.nogomania.com/Novice.aspx?pid=222"
"1541625533-1978","https://www.nogomania.com/Novice.aspx","Evropske lige","Girona pristala na tekmo v ZDA","24","V taboru španske Girone so priznali, da so prejeli ponudbo La Lige, da bi tekmo proti Barceloni odigrali v ZDA. Girona je ponudba sprejela, tekmi v ZDA so naklonjeni tudi v Barceloni.","","https://www.nogomania.com/Novice.aspx?pid=133"
"1541625522-1960","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Orsolić je podpisal za Gorico","0","V obrambi Gorice bo v nadaljevanju sezone igral tudi 21-letni nogometaš iz Bosne in Hercegovine Vladimir Orsolić, ki je prepričal na preizkušnji.","","https://www.nogomania.com/Novice.aspx?pid=131"
"1541625276-1416","https://www.nogomania.com/Novice.aspx","Evropske lige","V Sevilli pozabljajo na Monchija","0","Po sedmih krogih španske La Lige je Sevilla le točko za Barcelono in Realom. Po turbulentni in kaotični lanski sezoni se v Andaluziji v režiji svežih obrazov odvija zanimiva zgodba.","","https://www.nogomania.com/Novice.aspx?pid=84"
"1541624991-834","https://www.nogomania.com/Novice.aspx","Evropske lige","Gennaru Gattusu se že trese stolček","12","Italijanski mediji poročajo, da je vodstvo Milana vse bolj nezadovoljno z delom trenerja Gennara Gattusa in da želi na njegovo mesto ustoličiti legendo iz zlatih časov rossonerov.","","https://www.nogomania.com/Novice.aspx?pid=33"
"1541625893-2719","https://www.nogomania.com/Novice.aspx","Evropske lige","Sarri bo govoril s Courtoisom","2","Bo Thibaut Courtois tudi v naslednji sezoni branil vrata Chelseaja? Maurizio Sarri pravi, da se mora pogovoriti z Belgijcem in da ga izpadi igralčevega agenta ne zanimajo.","","https://www.nogomania.com/Novice.aspx?pid=198"
"1541625840-2609","https://www.nogomania.com/Novice.aspx","Evropske lige","Tottenham prvi, ki ni kupil nobenega","10","V prestopni hektiki bajno bogate angleške Premier League izstopa londonski Tottenham, ki je postal prvi angleški klub, ki od ustanovitve Premier League poleti ni kupil niti enega novega igralca. Propadel je tudi lov na Jacka Grealisha.","","https://www.nogomania.com/Novice.aspx?pid=188"
"1541625912-2773","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Milanič: To je bila super tekma","9","Chikhura je arhivirana, v spominu pa bo ostala kot zahteven nasprotnik, ki je izjemno drago prodal svojo kožo. Darka Milaniča posebej veseli nova tekma brez prejetega gola, naslednji izziv pa bo Rangers.","","https://www.nogomania.com/Novice.aspx?pid=202"
"1541625991-2958","https://www.nogomania.com/Novice.aspx","Evropski pokali","Dinamo razbil stare znance Maribora","1","Dinamo iz Zagreba je kvalifikacije za uvrstitev v ligo prvakov začel v duhu hrvaškega uspeha na mundialu, saj je prvaka Izraela Hapoela iz Beershebe razbil kar s 5:0. Visoka zmaga Crvene zvezde, poraz Basla.","","https://www.nogomania.com/Novice.aspx?pid=218"
"1541625296-1471","https://www.nogomania.com/Novice.aspx","null","null","null","null","","https://www.nogomania.com/Novice.aspx?pid=88"
"1541625704-2333","https://www.nogomania.com/Novice.aspx","Evropske lige","Navijači Uniteda bodo protestirali z letalom","16","Navijači Manchester Uniteda so rezervirali letalo, ki bo med prvenstveno tekmo za seboj vleklo napis, s katerim želijo vodstvu kluba sporočiti, da naj odpusti direktorja Woodwarda.","","https://www.nogomania.com/Novice.aspx?pid=164"
"1541625121-1182","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Barbarsko obnašanje ruskih reprezentantov","6","Ruske oblasti preiskujejo napad v kavarni, ki sta ga izvedla (bivša) reprezentanta Aexander Kokorin in Pavel Mamaev. Njuno barbarsko obnašanje so posnele kamere.","","https://www.nogomania.com/Novice.aspx?pid=63"
"1541625467-1847","https://www.nogomania.com/Novice.aspx","null","null","null","null","","https://www.nogomania.com/Novice.aspx?pid=121"
"1541625069-1059","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Video: Brazilska akcija Litvancev","1","Litva je na tekmi lige narodov visoko izgubila proti Črni gori, vseeno pa si velja še ogledati zadetek Litvancev, ki je bil dosežen na zares spektakularen način.","","https://www.nogomania.com/Novice.aspx?pid=52"
"1541625560-2033","https://www.nogomania.com/Novice.aspx","Evropske lige","Uradno: Jirka podpisal za Crveno zvezdo","0","Crvena zvezda si je že zagotovila usluge slovaškega krilnega igralca Erika Jirke, ki se bo moštvu pridružil januarja. Jirka je dobro igral tudi proti Olimpiji.","","https://www.nogomania.com/Novice.aspx?pid=138"
"1541625704-2337","https://www.nogomania.com/Novice.aspx","Evropske lige","Nekoč bogati nogometaš Cole je bankrotiral","9","Iz Anglije prihaja nova zgodba o bankrotiranem nogometašu. Nekdanji reprezentant Carlton Cole, ki je v karieri služil milijone, je ostal brez prebite pare.","","https://www.nogomania.com/Novice.aspx?pid=164"
"1541625625-2157","https://www.nogomania.com/Novice.aspx","Evropski pokali","Liga Europa: Izpad Atalante in Burnleya","10","V kvalifikacijah za uvrstitev v ligo Europa sta izpadla angleški Burnley in italijanska Atalanta, Leipzig se je rešil v zadnji minuti, Dudelange pa je prvi klub iz Luksemburga, ki bo zaigral v ligi Europa.","","https://www.nogomania.com/Novice.aspx?pid=149"
"1541625912-2769","https://www.nogomania.com/Novice.aspx","Evropske lige","Ahmed Musa za 16 milijonov iz Leicestra v Al-Nasr","0","Ahmed Musa je zapustil angleško Premier League in Leicester City. Podal se je na vzhod, v Al-Nasr iz Savdske Arabije, ki je zanj plačal 16,5 milijona evrov odškodnine.","","https://www.nogomania.com/Novice.aspx?pid=202"
"1541626105-3188","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Drogba: Mbappe lahko vzame Zlato žogo","8","Nekdanji zvezdnik svetovnega nogometa Didier Drogba je prepričan, da lahko Kylian Mbappe osvoji najbolj prestižno individualno nagrado Zlato žogo. Najstnika jutri čaka finale svetovnega prvenstva.","","https://www.nogomania.com/Novice.aspx?pid=239"
"1541625907-2762","https://www.nogomania.com/Novice.aspx","Evropske lige","Juventus z B ekipo v Serie C","2","Juventus piše zgodovino, saj je postal prvi klub, ki bo s svojo B ekipo nastopil v Serie C. Razlog se skriva v tem, da licence za tretjo ligo nista dobila Prato in Como.","","https://www.nogomania.com/Novice.aspx?pid=201"
"1541625818-2560","https://www.nogomania.com/Novice.aspx","Evropske lige","Sturaro odhaja v Sporting","0","Vezist Juventusa Stefano Sturaro bo v novi sezoni igral za portugalski Sporting, na Portugalsko pa se bo preselill šele po tem, ko bo zacelil poškodbo, za katero je izvedel na zdravniškem pregledu.","","https://www.nogomania.com/Novice.aspx?pid=184"
"1541625870-2675","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Video: Verbič okrepil možnosti Dinama","3","Oglejte si zadetek Benjamina Verbiča, ki je z golom v gosteh poskrbel, da bo imel Dinamo iz Kijeva zelo dobro izhodišče na povratni tekmi 3. kroga kvalifikacij za uvrstitev v LP proti Slaviji iz Prage.","","https://www.nogomania.com/Novice.aspx?pid=194"
"1541625027-938","https://www.nogomania.com/Novice.aspx","Evropske lige","Bayern: Mediji se obnašate sramotno!","16","Vodstvo Bayerna je sklicalo izredno tiskovno konferenco, pred katero so nekateri pričakovali odstavitev trenerja Nika Kovača, a se je zgodilo vse prej kot. Vodilni v klubu so z vso močjo udarili po zlobnih medijih.","","https://www.nogomania.com/Novice.aspx?pid=42"
"1541625138-1213","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Slaviša Stojanović z Levskim ne popušča","0","Po tretjem mestu v lanski sezoni Levski iz Sofije letos cilja še višje. Pod vodstvom Slaviše Stojanovića gre bolgarskemu velikanu zaenkrat zelo dobro.","","https://www.nogomania.com/Novice.aspx?pid=66"
"1541625865-2670","https://www.nogomania.com/Novice.aspx","null","null","null","null","","https://www.nogomania.com/Novice.aspx?pid=193"
